id,year,zip_code,city,state,climate,building_class,facility_type,floor_area,year_built,number_of_people,occupant_density,operating_hours,lighting,air_flow_control,heating,heating_fuel,cooling,wall_type,wall_insulation_r_value,roof_ceiling,window_glass_layers,window_glass_type,energy_star_label,energy_star_rating,leed_score,electric_eui,fuel_eui,site_eui,source_eui,ghg_emissions_int,data_source
4994242,2017,19122,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Dormitory or fraternity/sorority,68360,2003,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,85,Unknown,29.5759757168,0.0000000000,29.5759757168,92.8685637507,2.9135545048,Philadelphia Benchmarking Ordinance
4994255,2016,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,56300,1994,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,87,Unknown,28.3822723214,0.0000000000,28.3822723214,89.1203350891,2.8754474237,Philadelphia Benchmarking Ordinance
4994255,2017,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,56300,1994,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,79,Unknown,29.9794564831,0.0000000000,29.9794564831,94.1354933570,2.9533017381,Philadelphia Benchmarking Ordinance
4994315,2018,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,84000,1973,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,67,Unknown,3.2451913819,148.5341984220,151.7793898040,166.1508092823,8.1992495550,Philadelphia Benchmarking Ordinance
4994315,2019,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,84000,1973,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,65,Unknown,3.3006888535,149.8140776317,153.1147664852,167.6689445134,8.2725356201,Philadelphia Benchmarking Ordinance
4994315,2020,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,84000,1973,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,60,Unknown,2.8354210090,155.6175422359,158.4529632449,172.3016413159,8.5362266951,Philadelphia Benchmarking Ordinance
4994999,2016,19131,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,453672,1989,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,98,Unknown,24.5394624190,0.0000000000,24.5394624190,77.0539119955,2.4861270159,Philadelphia Benchmarking Ordinance
4995156,2016,19128,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,77182,1964,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,85,Unknown,19.2128876416,35.0713685888,54.2842562305,97.1534042130,3.8089857142,Philadelphia Benchmarking Ordinance
4995156,2017,19128,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,77182,1964,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,84,Unknown,18.1173475332,37.0623723050,55.1797198381,95.8039621743,3.7529954313,Philadelphia Benchmarking Ordinance
4995156,2018,19128,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,77182,1964,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,82,Unknown,18.5685070655,39.5488550754,58.1173621409,99.8314100148,3.8776372812,Philadelphia Benchmarking Ordinance
4995156,2019,19128,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,77182,1964,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,78,Unknown,18.8196841720,40.7569915420,59.5766757140,101.8886494193,3.9658416479,Philadelphia Benchmarking Ordinance
4995156,2020,19128,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,77182,1964,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,78,Unknown,19.0992927192,36.4000328937,55.4993256129,98.1918136767,3.7612049952,Philadelphia Benchmarking Ordinance
4998219,2016,19128,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,116269,1961,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,87,Unknown,18.0647801954,24.6401459801,42.7049261755,82.5955630926,3.1386833792,Philadelphia Benchmarking Ordinance
4998219,2017,19128,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,116269,1961,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,93,Unknown,16.0025853257,21.3723500555,37.3749353813,72.6890854811,2.7113760928,Philadelphia Benchmarking Ordinance
4998219,2018,19128,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,116269,1961,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,89,Unknown,17.9457969412,23.2419712757,41.1877682169,80.7538722349,2.9519789029,Philadelphia Benchmarking Ordinance
4998219,2019,19128,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,116269,1961,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,67,Unknown,17.6124094970,No Value,56.8248493735,96.4760276909,3.7682618742,Philadelphia Benchmarking Ordinance
4998219,2020,19128,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,116269,1961,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,71,Unknown,17.3579604617,34.2839245217,51.6418849834,90.5021165975,3.4821550274,Philadelphia Benchmarking Ordinance
4998410,2016,19152,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,216320,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,37.4443632505,47.7991243784,85.2434876289,167.7643812039,6.3318637641,Philadelphia Benchmarking Ordinance
4998410,2017,19152,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,216320,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,69,Unknown,37.5556879196,47.0431000432,84.5987879628,167.3201151130,6.1978201982,Philadelphia Benchmarking Ordinance
4998410,2018,19152,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,216320,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,70,Unknown,36.6923620476,50.9881652848,87.6805273324,168.7515903785,6.2198188453,Philadelphia Benchmarking Ordinance
4998410,2019,19152,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,216320,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,77,Unknown,34.2562868242,46.6768775510,80.9331643752,156.5754620565,5.7576888362,Philadelphia Benchmarking Ordinance
4998410,2020,19152,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,216320,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,83,Unknown,33.3063966028,39.2281907231,72.5345873258,145.7716855920,5.2711747902,Philadelphia Benchmarking Ordinance
4998429,2016,19123,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,73000,1930,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,44,Unknown,43.4105236679,7.0762750532,50.4867987212,143.7391331232,4.7734768630,Philadelphia Benchmarking Ordinance
4998429,2017,19123,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,73000,1930,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,42,Unknown,42.3018204249,8.1851544542,50.4869748790,141.4221283110,4.6015674267,Philadelphia Benchmarking Ordinance
4998429,2018,19123,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,73000,1930,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,50,Unknown,43.5790569082,8.8362985232,52.4153554313,146.1163521410,4.6402609092,Philadelphia Benchmarking Ordinance
4998429,2019,19123,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,73000,1930,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,54,Unknown,41.6925054692,8.3071857287,49.9996911979,139.6370121885,4.4315973036,Philadelphia Benchmarking Ordinance
4998429,2020,19123,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,73000,1930,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,46,Unknown,43.3620450820,6.3573688525,49.7194139344,142.8320588525,4.4878346850,Philadelphia Benchmarking Ordinance
4998799,2017,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,95000,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,95,Unknown,21.4555894737,18.0835210526,39.5391105263,86.3582480526,3.0740241575,Philadelphia Benchmarking Ordinance
4998799,2018,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,95000,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,96,Unknown,22.2326279158,17.8005610421,40.0331889579,88.5010407498,3.0732795316,Philadelphia Benchmarking Ordinance
4998799,2019,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,95000,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,95,Unknown,22.3618888421,17.5410340737,39.9029229158,88.6344167416,3.0718676578,Philadelphia Benchmarking Ordinance
4998818,2016,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,108000,2005,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,83,Unknown,25.6341110329,8.9786446366,34.6127556694,89.9186855116,3.0737088934,Philadelphia Benchmarking Ordinance
4998818,2017,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,108000,2005,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,89,Unknown,22.7168830746,9.3650219189,32.0819049935,81.1642858691,2.7350652442,Philadelphia Benchmarking Ordinance
4998818,2018,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,108000,2005,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,92,Unknown,22.2211303805,12.1043330025,34.3254633830,82.4838990474,2.7696524278,Philadelphia Benchmarking Ordinance
4998818,2019,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,108000,2005,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,94,Unknown,20.6711974408,12.5831932693,33.2543907101,78.1199128968,2.6467401327,Philadelphia Benchmarking Ordinance
4998818,2020,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,108000,2005,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,94,Unknown,20.7309325541,10.3248128415,31.0557453957,75.9361817036,2.5325148144,Philadelphia Benchmarking Ordinance
5001981,2017,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,52500,1988,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,92,Unknown,29.2251123810,0.0000000000,29.2251123810,91.7668528762,2.8789906594,Philadelphia Benchmarking Ordinance
5001981,2018,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,52500,1988,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,91,Unknown,32.1356457905,0.0000000000,32.1356457905,100.9059277821,3.0757126564,Philadelphia Benchmarking Ordinance
5001981,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,52500,1988,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,90,Unknown,31.9650457905,0.0000000000,31.9650457905,100.3702437821,3.0593844773,Philadelphia Benchmarking Ordinance
5002018,2016,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,320000,1953,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,34,Unknown,24.0947754950,47.5068129009,71.6015883959,125.5397486002,4.9639490010,Philadelphia Benchmarking Ordinance
5002018,2017,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,320000,1953,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,17,Unknown,27.7596241203,48.7039649435,76.4635890638,138.3043829285,5.3210812017,Philadelphia Benchmarking Ordinance
5002018,2018,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,320000,1953,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,26,Unknown,27.4377767210,46.4978828022,73.9356595233,134.9773958464,5.0955807018,Philadelphia Benchmarking Ordinance
5002018,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,320000,1953,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,31,Unknown,26.4892683008,41.9094027183,68.3986710192,127.1811753189,4.7611044886,Philadelphia Benchmarking Ordinance
5002018,2020,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,320000,1953,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,39,Unknown,22.0389409025,43.8449384435,65.8838793460,115.2394597995,4.4379585711,Philadelphia Benchmarking Ordinance
5002154,2016,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Dormitory or fraternity/sorority,217153,1972,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,52.8302022089,0.7489994158,53.5792016247,166.6732843225,5.3916716957,Philadelphia Benchmarking Ordinance
5002154,2017,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Dormitory or fraternity/sorority,217153,1972,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,53.2998397958,1.1197596269,54.4195994227,168.5372445670,5.3096233193,Philadelphia Benchmarking Ordinance
5002154,2018,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Dormitory or fraternity/sorority,217153,1972,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,59.8951478460,0.5843122306,60.4794600766,188.6842920784,5.7636160570,Philadelphia Benchmarking Ordinance
5002154,2019,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Dormitory or fraternity/sorority,217153,1972,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,56.3249042959,2.3004696352,58.6253739311,179.2756926062,5.5130520559,Philadelphia Benchmarking Ordinance
5002154,2020,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Dormitory or fraternity/sorority,217153,1972,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,49.5062929806,4.3040067391,53.8102997197,159.9689670351,4.9668485011,Philadelphia Benchmarking Ordinance
5002488,2016,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,663502,1981,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,35,Unknown,42.5440518790,0.0000000000,42.5440518790,133.5883229000,4.3098816578,Philadelphia Benchmarking Ordinance
5002488,2017,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,663502,1981,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,36,Unknown,41.1032437100,0.0000000000,41.1032437100,129.0641852493,4.0487805125,Philadelphia Benchmarking Ordinance
5002488,2018,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,663502,1981,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,40,Unknown,43.6521086245,0.0000000000,43.6521086245,137.0676210809,4.1779568972,Philadelphia Benchmarking Ordinance
5002488,2019,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,663502,1981,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,42,Unknown,42.2437525611,0.0000000000,42.2437525611,132.6453830418,4.0431627002,Philadelphia Benchmarking Ordinance
5002488,2020,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,663502,1981,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,46,Unknown,39.6879271537,0.0000000000,39.6879271537,124.6200912627,3.7985438553,Philadelphia Benchmarking Ordinance
5003671,2016,19144,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,79800,1989,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,3,Unknown,67.9113760893,0.0000000000,67.9113760893,213.2417209205,6.8798574763,Philadelphia Benchmarking Ordinance
5003671,2017,19144,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,79800,1989,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,39,Unknown,No Value,0.0000000000,No Value,No Value,4.3510660282,Philadelphia Benchmarking Ordinance
5003671,2018,19144,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,79800,1989,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,3,Unknown,72.1524664950,0.0000000000,72.1524664950,226.5587447943,6.9057350158,Philadelphia Benchmarking Ordinance
5003671,2019,19144,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,79800,1989,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,2,Unknown,72.2204063614,0.0000000000,72.2204063614,226.7720759748,6.9122375615,Philadelphia Benchmarking Ordinance
5003671,2020,19144,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,79800,1989,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,3,Unknown,69.0129534903,0.0000000000,69.0129534903,216.7006739595,6.6052512494,Philadelphia Benchmarking Ordinance
5003683,2016,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,95548,1929,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,25,Unknown,16.3035117702,86.7362163234,103.0397280936,154.8186887922,7.3704553011,Philadelphia Benchmarking Ordinance
5003683,2018,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,95548,1929,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,33,Unknown,25.0537989121,58.3004471066,83.3542460187,148.2946550803,6.2393924075,Philadelphia Benchmarking Ordinance
5003683,2019,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,95548,1929,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,24,Unknown,26.2790035068,60.9604740867,87.2394775935,155.3930306518,6.5385281000,Philadelphia Benchmarking Ordinance
5003683,2020,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,95548,1929,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,22,Unknown,26.1583955399,58.8850425735,85.0434381134,152.5121700032,6.3881452653,Philadelphia Benchmarking Ordinance
5003717,2016,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,69705,1996,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,37.1547493940,49.0574195540,86.2121689480,168.1762036288,6.3693785730,Philadelphia Benchmarking Ordinance
5003717,2017,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,69705,1996,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,44,Unknown,33.9139585722,42.3991358745,76.3130944467,151.0089225849,5.5924602097,Philadelphia Benchmarking Ordinance
5003717,2018,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,69705,1996,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,47,Unknown,32.6845899016,49.8015002736,82.4860901752,154.9211875784,5.7732099476,Philadelphia Benchmarking Ordinance
5003717,2019,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,69705,1996,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,49,Unknown,32.6792290857,45.9395210540,78.6187501398,150.8492764359,5.5675871459,Philadelphia Benchmarking Ordinance
5003717,2020,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,69705,1996,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,42,Unknown,32.8014993515,47.2758225825,80.0773219340,152.6363216753,5.6502606453,Philadelphia Benchmarking Ordinance
5003749,2015,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,75000,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,70,Unknown,16.1207906667,37.3423520000,53.4631426667,89.8287522933,3.6940095062,Philadelphia Benchmarking Ordinance
5003749,2017,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,75000,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,73,Unknown,14.9987426667,32.8818640000,47.8806066667,81.6220091733,3.2238946847,Philadelphia Benchmarking Ordinance
5003771,2017,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,99815,1985,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,30,Unknown,48.6129409407,0.0000000000,48.6129409407,152.6446345539,4.7889021288,Philadelphia Benchmarking Ordinance
5003771,2018,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,99815,1985,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,47,Unknown,47.4648630366,0.0000000000,47.4648630366,149.0396699350,4.5428768082,Philadelphia Benchmarking Ordinance
5003771,2019,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,99815,1985,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,26,Unknown,53.4876420979,0.0000000000,53.4876420979,167.9511961873,5.1193188659,Philadelphia Benchmarking Ordinance
5004296,2016,19143,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,64872,1991,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,52,Unknown,31.6048068513,28.8755673004,60.4803741517,129.5584391784,4.7355082514,Philadelphia Benchmarking Ordinance
